episode,reward_agent_0,reward_agent_1,a0_red_coins,a0_blue_coins,a1_red_coins,a1_blue_coins
1504,19.0,20.0,22,3,7,27
1505,28.0,18.0,29,1,8,26
1506,24.0,20.0,26,2,3,23
1507,15.0,21.0,22,7,6,27
1508,22.0,17.0,28,6,7,24
1509,20.0,19.0,25,5,7,26
1510,27.0,27.0,29,2,3,30
1511,23.0,23.0,25,2,7,30
1512,25.0,17.0,28,3,3,20
1513,21.0,12.0,26,5,10,22
1514,31.0,13.0,34,3,11,24
1515,24.0,16.0,29,5,3,19
1516,18.0,14.0,27,9,5,19
1517,17.0,28.0,20,3,3,31
1518,16.0,14.0,25,9,10,24
1519,21.0,15.0,25,4,6,21
1520,24.0,23.0,29,5,3,26
1521,30.0,13.0,32,2,7,20
1522,21.0,14.0,27,6,10,24
1523,23.0,21.0,28,5,5,26
1524,18.0,24.0,24,6,4,28
1525,18.0,24.0,19,1,7,31
1526,28.0,12.0,33,5,8,20
1527,26.0,11.0,31,5,8,19
1528,15.0,21.0,24,9,5,26
1529,21.0,18.0,24,3,8,26
1530,26.0,20.0,29,3,5,25
1531,24.0,23.0,25,1,4,27
1532,25.0,20.0,28,3,3,23
1533,22.0,18.0,27,5,3,21
1534,28.0,15.0,31,3,6,21
1535,22.0,22.0,22,0,5,27
1536,25.0,24.0,30,5,4,28
1537,16.0,19.0,23,7,6,25
1538,24.0,26.0,27,3,3,29
1539,17.0,20.0,23,6,4,24
1540,20.0,26.0,22,2,2,28
1541,22.0,25.0,28,6,3,28
1542,18.0,25.0,21,3,2,27
1543,17.0,18.0,23,6,2,20
1544,24.0,19.0,28,4,3,22
1545,18.0,31.0,23,5,2,33
1546,21.0,24.0,27,6,3,27
1547,24.0,28.0,26,2,3,31
1548,29.0,22.0,32,3,3,25
1549,18.0,13.0,25,7,6,19
1550,18.0,23.0,25,7,5,28
1551,22.0,15.0,30,8,7,22
1552,25.0,23.0,27,2,2,25
1553,16.0,13.0,24,8,3,16
1554,20.0,18.0,24,4,4,22
1555,22.0,17.0,30,8,6,23
1556,17.0,19.0,24,7,5,24
1557,21.0,19.0,24,3,5,24
1558,22.0,13.0,29,7,11,24
1559,22.0,15.0,25,3,11,26
1560,14.0,23.0,24,10,4,27
1561,18.0,21.0,24,6,3,24
1562,18.0,20.0,24,6,7,27
1563,16.0,21.0,23,7,5,26
1564,17.0,14.0,20,3,5,19
1565,14.0,13.0,25,11,6,19
1566,24.0,17.0,29,5,9,26
1567,18.0,20.0,21,3,5,25
1568,18.0,15.0,24,6,8,23
1569,19.0,19.0,28,9,8,27
1570,18.0,16.0,25,7,4,20
1571,24.0,20.0,28,4,6,26
1572,20.0,18.0,27,7,3,21
1573,18.0,21.0,26,8,6,27
1574,20.0,24.0,23,3,4,28
1575,25.0,24.0,29,4,5,29
1576,26.0,16.0,31,5,10,26
1577,15.0,16.0,19,4,8,24
1578,13.0,21.0,22,9,7,28
1579,15.0,20.0,22,7,6,26
1580,15.0,19.0,23,8,6,25
1581,25.0,19.0,30,5,6,25
1582,15.0,16.0,18,3,6,22
1583,19.0,19.0,22,3,4,23
1584,20.0,16.0,29,9,8,24
1585,24.0,21.0,28,4,5,26
1586,23.0,18.0,25,2,7,25
1587,22.0,24.0,24,2,2,26
1588,24.0,24.0,25,1,8,32
1589,16.0,12.0,22,6,6,18
1590,24.0,23.0,29,5,7,30
1591,19.0,24.0,26,7,4,28
1592,10.0,22.0,17,7,6,28
1593,20.0,17.0,27,7,3,20
1594,15.0,19.0,23,8,6,25
1595,17.0,19.0,22,5,3,22
1596,16.0,15.0,25,9,6,21
1597,24.0,19.0,25,1,6,25
1598,24.0,12.0,29,5,7,19
1599,19.0,24.0,26,7,3,27
1600,17.0,19.0,23,6,3,22
1601,15.0,17.0,19,4,8,25
1602,16.0,18.0,20,4,5,23
1603,21.0,17.0,22,1,9,26
1604,22.0,15.0,23,1,9,24
1605,23.0,25.0,29,6,3,28
1606,25.0,19.0,30,5,5,24
1607,14.0,25.0,20,6,4,29
1608,21.0,13.0,26,5,10,23
1609,15.0,17.0,22,7,6,23
1610,29.0,10.0,34,5,11,21
1611,16.0,18.0,28,12,6,24
1612,14.0,24.0,22,8,4,28
1613,19.0,20.0,21,2,6,26
1614,19.0,13.0,20,1,4,17
1615,19.0,27.0,23,4,5,32
1616,24.0,28.0,33,9,2,30
1617,15.0,16.0,26,11,9,25
1618,20.0,21.0,22,2,0,21
1619,32.0,14.0,38,6,9,23
1620,23.0,16.0,28,5,7,23
1621,19.0,20.0,30,11,5,25
1622,21.0,16.0,26,5,6,22
1623,18.0,16.0,23,5,6,22
1624,18.0,20.0,27,9,5,25
1625,20.0,23.0,26,6,4,27
1626,25.0,14.0,27,2,6,20
1627,13.0,14.0,19,6,5,19
1628,19.0,16.0,25,6,9,25
1629,18.0,22.0,23,5,4,26
1630,19.0,15.0,26,7,9,24
1631,21.0,20.0,25,4,5,25
1632,21.0,27.0,27,6,4,31
1633,26.0,24.0,28,2,5,29
1634,26.0,20.0,30,4,5,25
1635,22.0,24.0,25,3,4,28
1636,30.0,17.0,33,3,5,22
1637,19.0,24.0,23,4,4,28
1638,27.0,24.0,31,4,2,26
1639,28.0,14.0,30,2,10,24
1640,17.0,23.0,25,8,3,26
1641,16.0,15.0,21,5,9,24
1642,22.0,25.0,26,4,4,29
1643,21.0,19.0,27,6,6,25
1644,18.0,22.0,29,11,2,24
1645,23.0,14.0,31,8,14,28
1646,22.0,15.0,25,3,6,21
1647,22.0,18.0,29,7,8,26
1648,23.0,10.0,29,6,7,17
1649,17.0,28.0,21,4,1,29
1650,27.0,25.0,28,1,3,28
1651,21.0,17.0,26,5,9,26
1652,23.0,28.0,32,9,2,30
1653,29.0,17.0,33,4,8,25
1654,20.0,23.0,28,8,4,27
1655,23.0,20.0,26,3,5,25
1656,23.0,17.0,25,2,3,20
1657,18.0,24.0,24,6,3,27
1658,25.0,19.0,31,6,6,25
1659,21.0,12.0,26,5,6,18
1660,24.0,24.0,35,11,5,29
1661,23.0,25.0,27,4,3,28
1662,25.0,18.0,28,3,6,24
1663,23.0,26.0,24,1,2,28
1664,23.0,23.0,25,2,4,27
1665,17.0,18.0,21,4,6,24
1666,22.0,24.0,26,4,2,26
1667,22.0,23.0,24,2,3,26
1668,17.0,20.0,26,9,3,23
1669,18.0,20.0,22,4,4,24
1670,14.0,23.0,24,10,4,27
1671,21.0,21.0,26,5,5,26
1672,18.0,24.0,23,5,4,28
1673,24.0,30.0,28,4,1,31
1674,20.0,24.0,28,8,3,27
1675,24.0,30.0,27,3,4,34
1676,16.0,26.0,24,8,6,32
1677,22.0,24.0,28,6,3,27
1678,18.0,24.0,24,6,3,27
1679,20.0,19.0,25,5,6,25
1680,25.0,23.0,28,3,6,29
1681,30.0,12.0,34,4,5,17
1682,19.0,11.0,28,9,4,15
1683,28.0,21.0,30,2,4,25
1684,16.0,26.0,24,8,5,31
1685,20.0,24.0,31,11,5,29
1686,29.0,24.0,31,2,4,28
1687,21.0,20.0,26,5,6,26
1688,26.0,20.0,30,4,6,26
1689,17.0,18.0,19,2,5,23
1690,26.0,22.0,27,1,2,24
1691,27.0,23.0,32,5,6,29
1692,22.0,26.0,25,3,4,30
1693,22.0,19.0,25,3,4,23
1694,24.0,20.0,28,4,4,24
1695,20.0,16.0,26,6,7,23
1696,24.0,17.0,27,3,6,23
1697,16.0,21.0,22,6,2,23
1698,21.0,19.0,23,2,7,26
1699,26.0,24.0,27,1,3,27
1700,19.0,24.0,21,2,4,28
1701,28.0,22.0,31,3,2,24
1702,13.0,11.0,18,5,11,22
1703,24.0,23.0,26,2,5,28
1704,25.0,21.0,31,6,0,21
1705,19.0,16.0,26,7,12,28
1706,21.0,18.0,25,4,6,24
1707,23.0,26.0,27,4,3,29
1708,27.0,20.0,30,3,4,24
1709,19.0,19.0,23,4,5,24
1710,24.0,21.0,28,4,8,29
1711,23.0,15.0,30,7,6,21
1712,25.0,17.0,33,8,6,23
1713,22.0,12.0,28,6,8,20
1714,31.0,22.0,33,2,2,24
1715,22.0,12.0,26,4,10,22
1716,22.0,19.0,29,7,6,25
1717,25.0,18.0,31,6,5,23
1718,13.0,19.0,20,7,8,27
1719,23.0,18.0,28,5,5,23
1720,29.0,18.0,32,3,3,21
1721,27.0,24.0,30,3,4,28
1722,26.0,22.0,31,5,9,31
1723,14.0,19.0,19,5,5,24
1724,22.0,22.0,28,6,3,25
1725,9.0,4.0,9,0,2,6
1726,18.0,16.0,20,2,7,23
1727,24.0,19.0,25,1,7,26
1728,20.0,23.0,28,8,6,29
1729,30.0,23.0,32,2,4,27
1730,24.0,17.0,24,0,7,24
1731,25.0,18.0,28,3,5,23
1732,19.0,18.0,25,6,4,22
1733,22.0,23.0,25,3,2,25
1734,28.0,19.0,30,2,5,24
1735,16.0,7.0,21,5,10,17
1736,24.0,24.0,31,7,2,26
1737,23.0,21.0,30,7,5,26
1738,24.0,19.0,28,4,3,22
1739,19.0,23.0,26,7,4,27
1740,16.0,17.0,24,8,5,22
1741,15.0,20.0,22,7,8,28
1742,22.0,20.0,30,8,9,29
1743,17.0,19.0,23,6,5,24
1744,22.0,27.0,24,2,4,31
1745,28.0,17.0,32,4,4,21
1746,20.0,13.0,29,9,7,20
1747,29.0,20.0,32,3,4,24
1748,22.0,19.0,25,3,3,22
1749,22.0,20.0,25,3,3,23
1750,20.0,28.0,25,5,2,30
1751,18.0,29.0,27,9,2,31
1752,22.0,17.0,30,8,8,25
1753,23.0,18.0,26,3,6,24
1754,26.0,18.0,33,7,7,25
1755,25.0,25.0,29,4,3,28
1756,20.0,14.0,24,4,6,20
1757,19.0,19.0,25,6,7,26
1758,20.0,20.0,27,7,4,24
1759,27.0,20.0,33,6,3,23
1760,24.0,18.0,27,3,7,25
1761,21.0,14.0,28,7,4,18
1762,21.0,11.0,24,3,11,22
1763,26.0,28.0,29,3,2,30
1764,27.0,15.0,30,3,8,23
1765,16.0,23.0,22,6,4,27
1766,21.0,18.0,26,5,6,24
1767,18.0,18.0,23,5,8,26
1768,20.0,14.0,27,7,5,19
1769,19.0,24.0,23,4,1,25
1770,23.0,16.0,28,5,7,23
1771,28.0,23.0,33,5,3,26
1772,23.0,24.0,30,7,7,31
1773,22.0,19.0,27,5,6,25
1774,20.0,17.0,25,5,5,22
1775,19.0,16.0,23,4,6,22
1776,17.0,23.0,25,8,3,26
1777,29.0,26.0,30,1,4,30
1778,27.0,26.0,30,3,2,28
1779,28.0,19.0,32,4,4,23
1780,22.0,24.0,28,6,6,30
1781,26.0,24.0,30,4,5,29
1782,24.0,18.0,27,3,5,23
1783,23.0,21.0,30,7,2,23
1784,24.0,18.0,29,5,5,23
1785,23.0,20.0,27,4,3,23
1786,30.0,28.0,32,2,2,30
1787,25.0,18.0,28,3,4,22
1788,19.0,18.0,26,7,5,23
1789,27.0,22.0,30,3,1,23
1790,15.0,25.0,26,11,2,27
1791,19.0,15.0,27,8,5,20
1792,26.0,21.0,27,1,9,30
1793,16.0,17.0,21,5,8,25
1794,22.0,23.0,26,4,3,26
1795,22.0,24.0,29,7,2,26
1796,22.0,20.0,24,2,5,25
1797,23.0,22.0,27,4,4,26
1798,22.0,23.0,25,3,5,28
1799,18.0,20.0,25,7,5,25
